English,Deutsch,Arabic
demons,Dämonen,شياطين
rounds,Runden,جولات
entertainment,Unterhaltung,ترفيه
gathered,versammelt,جمعت
uhh,ähm,اه
yells,Geschrei,يصرخ
lincoln,Lincoln,لينكولن
crossing,Kreuzung,العبور
blanket,Decke,بطانية
nut,Mutter,بندق
travis,Travis,ترافيس
pockets,Taschen,جيوب
limited,begrenzt,محدود
paintings,Gemälde,لوحات
sober,nüchtern,مُتّزِن
caesar,Caesar,قيصر
sis,Schwester,SIS
intended,vorgesehen,منوي
niece,Nichte,ابنة الأخت
computers,Computers,أجهزة الكمبيوتر
tennis,Tennis,تنس
needle,Nadel,إبرة
chicks,Küken,فراخ
traditional,traditionell,تقليدي
delicate,empfindlich,حساس
independent,unabhängig,مستقل
leslie,Leslie,ليزلي
lauren,Lauren,لورين
grandson,Enkel,حفيد
repair,Reparatur,بصلح
a.,A.,أ.
brandon,Brandon,براندون
executive,Executive,تنفيذي
colin,Colin,كولين
recognized,anerkannt,معروف
holmes,Holmes,هولمز
regarding,hinsichtlich,متعلق
weakness,Schwäche,ضعف
aliens,Aliens,كائنات فضائية
gunshots,Schüsse,طلقات نارية
european,europäisch,أوروبي
method,Methode,طريقة
tool,Werkzeug,أداة
demands,Forderungen,حفز
permit,erlauben,يسمح
towel,Handtuch,منشفة
daisy,Gänseblümchen,ديزي
nowadays,heutzutage,في الوقت الحاضر
spider,Spinne,عنكبوت
northern,Nord,شمالي
rangers,Rangers,اخطار
zoo,Zoo,حديقة حيوان
praying,beten,يدعو
antonio,Antonio,أنطونيو
passengers,Passagiere,ركاب
con,Con,يخدع
australia,Australien,أستراليا
technique,Technik,تقنية
cellphone,Handy,الهاتف الخلوي
gently,sanft,بلطف
operations,Operationen,عمليات
planes,Flugzeuge,طائرات
bunny,Hase,الأرنب
gunfire,Schüsse,إطلاق النار
shining,leuchtenden,ساطع
backwards,rückwärts,للخلف
skill,Fähigkeit,مهارة
uh-,äh-,أوه-
baron,Baron,البارون
kidnapping,Entführung,خطف
iike,iike,إيكي
marshal,Marschall,مارشال
petty,belanglos,تافه
sealed,versiegelt,مختوم
massage,Massage,تدليك
raising,erziehen,مقوي
menu,Speisekarte,قائمة طعام
diary,Tagebuch,مذكرة
fucker,Ficker,الأبله
wagon,Wagen,عربة
audition,Vorsprechen,الاختبار
mitch,Mitch,ميتش
mexican,Mexikaner,مكسيكي
casino,Kasino,كازينو
bacon,Speck,لحم خنزير مقدد
diego,Diego,دييغو
dutch,niederländisch,هولندي
promotion,Förderung,ترقية
click,klicken,انقر
forgiveness,Vergebung,مغفرة
burst,platzen,ينفجر
permanent,dauerhaft,دائم
interfere,stören,يتدخل
chanting,Singen,الهتاف
dammit,Teufel noch mal,اللعنة
spencer,Spencer,سبنسر
recovered,geborgen,استعاد
registered,Eingetragen,مسجل
sunny,sonnig,مشمس
packing,Verpackung,التعبئة
scenes,Szenen,مشاهد
superman,Übermensch,سوبرمان
questioning,Befragung,استجواب
unfair,unfair,غير منصف
admitted,zugelassen,اعترف
ancestors,Vorfahren,أسلاف
polite,höflich,مؤدب
completed,vollendet,مكتمل
swallow,schlucken,ابتلاع
conduct,Benehmen,سلوك
prayers,Gebete,الصلوات
sheet,Blatt,ملزمة
fried,gebraten,المقلية
avenue,Allee,شارع
poisoned,vergiftet,تسمم
reverse,umkehren,يعكس
newspapers,Zeitungen,الصحف
ford,Ford,معقل
complaining,Jammern,شكوى
senses,Sinne,حواس
investment,Investition,استثمار
absurd,absurd,سخيف
potato,Kartoffel,البطاطس
understands,versteht,يفهم
grows,wächst,ينمو
inspired,inspiriert,مستوحاه
ruby,Rubin,روبي
celebrating,feiern,الاحتفال
tag,Schild,بطاقة شعار
ram,RAM,كبش
requires,erfordert,يتطلب
bonnie,Bonnie,بوني
bugs,Käfer,البق
leonard,Leonard,ليونارد
elliot,Elliot,إليوت
hooked,Haken,معلق
jill,Jill,جيل
ranch,Ranch,مزرعة
safer,sicherer,أكثر أمانًا
worn,getragen,البالية
crashing,Absturz,تحطم
lands,Länder,الأراضي
heather,Heidekraut,هيذر
ash,Asche,رماد
leather,Leder,جلد
grounds,Gelände,أسباب
assuming,Annahme,على افتراض
nails,Nägel,الأظافر
dana,Dana,دانا
conspiracy,Verschwörung,مؤامرة
thanksgiving,das Erntedankfest,عيد الشكر
pierre,Pierre,بيير
guardian,Wächter,وصي
rumors,Gerüchte,شائعات
yen,Yen,ين
megan,Megan,ميغان
ashes,Asche,الرماد
terror,Terror,الإرهاب
misunderstanding,Missverständnis,سوء فهم
tire,Reifen,إطار العجلة
boats,Boote,قوارب
parade,Parade,موكب
halt,Halt,وقف
immunity,Immunität,حصانة
adults,Erwachsene,الكبار
steam,Dampf,بخار
kang,Kang,كانغ
closely,eng,بعناية
pearl,Perle,لؤلؤة
soccer,Fußball,كرة القدم
adrian,Adrian,أدريان
priority,Priorität,أولوية
shouts,Geschrei,يصرخ
donald,Donald,دونالد
happier,glücklicher,أكثر سعادة
khan,Khan,خان
struggling,Kämpfe,يكافح
root,Wurzel,جذر
larger,größer,أكبر
november,November,شهر نوفمبر
boot,Stiefel,حذاء طويل
conflict,Konflikt,صراع
laughed,lachte,ضحك
debbie,Debbie,ديبي
cherry,Kirsche,الكرز
honking,Hupen,التزايد
concerns,Anliegen,مخاوف
celebration,Feier,احتفال
sore,wund,مُؤلِم
unconscious,unbewusst,غير واعي
cattle,Vieh,ماشية
breasts,Brüste,الثديين
fairly,ziemlich,تماما
fee,Gebühr,مصاريف
recognise,erkenne,يتعرف على
wade,waten,واد
radiation,Strahlung,إشعاع
holidays,Feiertage,العطلات
raining,Regen,تمطر
forgetting,Vergessen,النسيان
lungs,Lunge,رئتين
register,registrieren,يسجل
shadows,Schatten,الظلال
specifically,speziell,خاصة
sarge,Sarge,سرج
ideal,Ideal,مثالي
turtle,Schildkröte,سلحفاة
spoil,verderben,يفسد
deserved,verdient,استحق
ronnie,Ronnie,روني
gina,Gina,جينا
candidate,Kandidat,مُرَشَّح
lance,Lanze,حربة
types,Typen,الأنواع
bloke,Kerl,بلوك
explode,explodieren,ينفجر
immediate,sofort,مباشر
belonged,gehörte,ينتمي
identified,identifiziert,تم تحديدها
di,di,دي
hunger,Hunger,جوع
closest,am nächsten,الأقرب
combination,Kombination,مزيج
nanny,Kindermädchen,مربية
seth,Seth,سيث
gabriel,Gabriel,جبريل
develop,entwickeln,يطور
detectives,Detektive,المحققون
severe,schwer,شديد
en,en,en
organized,organisiert,منظم
franklin,Franklin,فرانكلين
gut,Darm,أمعاء
splendid,prächtig,رائع
dismissed,entlassen,رفض
pm,PM,مساءً
yang,Yang,يانغ
halloween,Halloween,عيد الرعب
ellie,Ellie,إيلي
vulnerable,verletzlich,مُعَرَّض
continued,Fortsetzung,واصلت
vital,Vital,حيوي
comrades,Kameraden,الرفاق
bureau,Büro,مكتب
drawer,Schublade,الدرج
harper,Harper,هاربر
retreat,Rückzug,تراجع
carson,Carson,كارسون
benny,Benny,بيني
pillow,Kopfkissen,وسادة
troy,Troy,طروادة
ace,As,بارِع
cart,Wagen,عربة التسوق
nap,Nickerchen,قيلولة
chan,Chan,تشان
ham,Schinken,لحم خنزير
announce,bekannt geben,يعلن
borrowed,geliehen,اقترضت، استعارت
parked,geparkt,متوقفة
galaxy,Galaxis,مجرة
voted,gestimmt,تم التصويت
muffled,gedämpft,مكتومة
sebastian,Sebastian,سيباستيان
mmm-hmm,mmm-hmm,ط ط ط
jewelry,Schmuck,مجوهرات
kisses,Küsse,القبلات
luggage,Gepäck,أمتعة السفر
groom,Bräutigam,زوج
oops,Hoppla,أُووبس
lighter,Feuerzeug,ولاعة
masters,Meister,سادة
alliance,Allianz,تحالف
buddies,Freunde,الأصدقاء
clothing,Kleidung,ملابس
denied,bestritten,رفض
drown,ertrinken,يغرق
alike,wie,على حد سواء
excellency,Exzellenz,سعادة
relative,relativ,نسبي
photographs,Fotos,صور فوتوغرافية
burger,Burger,برغر
dough,Teig,عجين
alicia,Alicia,أليسيا
wreck,Wrack,حطام سفينة
approve,genehmigen,يعتمد
produced,produziert,أنتجت
christina,Christina,كريستينا
physically,physisch,جسديا
stations,Stationen,المحطات
eli,Eli,إيلي
samantha,Samantha,سامانثا
spiritual,spirituell,روحية
sire,Vater,مولى
roaring,brüllen,هدير
stab,stechen,طعنة
inch,Zoll,بوصة
servants,Diener,خدم
limits,Grenzen,حدود
unexpected,unerwartet,غير متوقع
arrival,Ankunft,وصول
whimpering,Wimmern,هرمون
basket,Korb,سلة
sheets,Blätter,أوراق
scandal,Skandal,فضيحة
stink,stinken,نتن
homer,Homer,هوميروس
tara,Tara,تارا
christopher,Christopher,كريستوفر
toes,Zehen,أصابع القدم
t-,T-,تي-
shield,Schild,درع
shooter,Schütze,الرامي
instant,sofortig,فوري
objects,Objekte,أشياء
rehearsal,Probe,بروفة
disturbing,verstörend,مزعج
directed,gerichtet,توجه
scan,Scan,مسح
electronic,elektronisch,إلكتروني
republic,Republik,جمهورية
overnight,über Nacht,بين عشية وضحاها
counsel,Rat,محامي
sirens,Sirenen,صفارات الإنذار
dorothy,Dorothy,دوروثي
bait,Köder,طعم
dignity,Würde,كرامة
explains,erklärt,يشرح
lean,mager,نحيف
heroin,Heroin,الهيروين
tracy,Tracy,تريسي
rex,Rex,ريكس
barney,Barney,بارني
gossip,Tratsch,نميمة
humble,bescheiden,متواضع
economy,Wirtschaft,اقتصاد
worlds,Welten,عوالم
impress,beeindrucken,إقناع
clara,Clara,كلارا
tissue,Gewebe,منديل
threaten,drohen,هدد
et,ET,ET
bump,stoßen,صدم
supreme,höchste,أعلى فائق
bingo,Bingo,بنغو
mitchell,Mitchell,ميتشل
excitement,Aufregung,الإثارة
mankind,Menschheit,بشرية
document,dokumentieren,وثيقة
broad,breit,واسع
vietnam,Vietnam,فيتنام
vessel,Schiff,إناء
lit,zündete,أشعل
dale,Tal,ديل
killers,Mörder,قتلة
connor,Connor,كونور
mario,Mario,ماريو
foul,Foul,خطأ
stare,starren,التحديق
deaths,Todesfälle,حالات الوفاة
hut,Hütte,كوخ
elements,Elemente,عناصر
coma,Koma,غيبوبة
laying,Verlegung,وضع
coffin,Sarg,نعش
paula,Paula,بولا
cocaine,Kokain,الكوكايين
puppy,Welpe,جرو
louder,lauter,أعلى
handled,abgewickelt,تم التعامل معها
announcement,Bekanntmachung,إعلان
oath,Eid,حلف
mob,Mob,تجمهر
cotton,Baumwolle,القطن
deposit,Kaution,إيداع
taxes,Steuern,الضرائب
injuries,Verletzungen,الإصابات
jen,Jen,جين
autopsy,Autopsie,تشريح الجثة
advise,beraten,ينصح
gig,Soloauftritt,أزعج
lecture,Vorlesung,محاضرة
posted,Gesendet,نشر
skinny,schlank,نحيف
lo,LO,لو
include,enthalten,يشمل
revealed,enthüllt,مكشوف
infected,infiziert,مُصاب
relieved,erleichtert,مرتاح
assistance,Hilfe,مساعدة
solo,Solo,منفرد
determine,bestimmen,يحدد
terrorists,Terroristen,إرهابيون
elsewhere,anderswo,في مكان آخر
lamp,Lampe,خروف
practical,praktisch,عملي
marked,markiert,ملحوظ
adorable,liebenswert,محبوب
rubber,Gummi,ممحاة
purple,lila,أرجواني
operating,Betriebs,التشغيل
suite,Suite,جناح
apologies,Entschuldigung,اعتذارات
personnel,Personal,شؤون الموظفين
beam,Strahl,الحزم
poet,Dichter,شاعر
samples,Proben,عينات
arrow,Pfeil,سهم
counselor,Berater,مستشار
carpet,Teppich,السجاد
allen,Allen,ألين
audrey,Audrey,أودري
spotted,entdeckt,مراقب
floating,schwebend,عائم
corrected,korrigiert,تصحيح
located,gelegen,تقع
journalist,Journalist,صحافي
insisted,beharrte,أصر على
operator,Operator,المشغل أو العامل
rely,vertrauen,يعتمد
singh,Singh,سينغ
fooled,reingefallen,خداع
arrives,kommt an,يصل
i.d.,Ausweis.,بطاقة تعريف.
leon,Leon,ليون
walt,Walt,والت
eastern,Ost,الشرقية
ay,ay,أي
shave,rasieren,حلاقة
remaining,verblieben,متبقي
toss,werfen,رمى
anderson,Anderson,أندرسون
lip,Lippe,شفة
acid,Säure,حامض
nora,Nora,نورا
si,Si,سي
december,Dezember,ديسمبر
anonymous,anonym,مجهول
inn,Gasthaus,ُخمارة
planted,gepflanzt,زرعت
oldest,älteste,أقدم
breast,Brust,صدر
sixth,sechste,السادس
error,Fehler,خطأ
reporting,Berichterstattung,الإبلاغ
egypt,Ägypten,مصر
islands,Inseln,جزر
brother-in-law,Schwager,شقيق الزوج
jules,Jules,جول
roommate,Mitbewohner,رفيق السكن
sings,singt,يغني
scum,Abschaum,حثالة
visitor,Besucher,زائر
giggling,kichern,الضحك
described,beschrieben,موصوفة
geez,Meine Güte,الجيز
inches,Zoll,بوصات
commitment,Engagement,التزام
hercules,Herkules,هرقل
react,reagieren,تتفاعل
cows,Kühe,الأبقار
protest,Protest,يعترض
misery,Elend,بؤس
theft,Diebstahl,سرقة
embrace,umarmen,يعتنق
darn,verflixt,الرتق
harsh,harsch,صارِم
andrea,Andrea,أندريا
communicate,kommunizieren,يتواصل
fathers,Väter,الآباء
faithful,treu,مخلص
hector,tyrannisieren,هيكتور
uh-uh,uh-uh,اه
flame,Flamme,لهب
medal,Medaille,ميدالية
silk,Seide,الحرير
photographer,Fotograf,مصور فوتوغرافي
trevor,Trevor,تريفور
cemetery,Friedhof,مقبرة
rear,Rückseite,مؤخرة
freddy,Freddy,فريدي
banana,Banane,موز
allison,Allison,أليسون
emotion,Emotion,المشاعر
chap,Kerl,الفصل
dated,datiert,بتاريخ
excuses,Ausreden,الأعذار
shitty,beschissen,غزر
bin,Behälter,سلة مهملات
jew,Jude,اليهودي
gum,Gummi,صمغ
crushed,zerquetscht,سحق
efforts,Bemühungen,جهود
content,Inhalt,محتوى
corporal,Korporal,عريف
realised,erkannte,أدرك
del,del,ديل
rap,Rap,موسيقى الراب
hopeless,hoffnungslos,ميئوس منه
debate,Debatte,مناظرة
era,Epoche,حقبة
luckily,Glücklicherweise,لحسن الحظ
ton,Tonne,طن
liquid,flüssig,سائل
swell,anschwellen,تضخم
peggy,Peggy,بيجي
feast,Fest,وليمة
murphy,Murphy,مورفي
attracted,angezogen,جذبت
application,Anwendung,طلب
profession,Beruf,مهنة
bench,Bank,مقعد
vanessa,Vanessa,فانيسا
ahem,Hm,مهم
symptoms,Symptome,أعراض
scout,erkunden,كشاف
crashed,abgestürzt,تحطم
keen,erpicht,حريص
aircraft,Flugzeug,الطائرات
formed,gebildet,تشكلت
hon,Hon,هون
aggressive,aggressiv,عنيف
pale,blass,باهت
significant,bedeutsam,بارِز
duncan,Duncan,دنكان
clubs,Clubs,الأندية
visual,visuell,مرئي
embassy,Botschaft,السفارة
defence,Verteidigung,دفاع
cabinet,Kabinett,خزانة
display,Anzeige,عرض
fame,Ruhm,شهرة
gibbs,Gibbs,جيبس
drowned,ertrank,غرق
wolves,Wölfe,الذئاب
filming,Dreharbeiten,التصوير
dunno,Keine Ahnung,لا أدري
cursed,verflucht,ملعون
twin,Zwilling,التوأم
sorrow,Kummer,حزن
vault,Gewölbe,قبو
defeated,besiegt,هزم
watson,Watson,واتسون
quote,zitieren,يقتبس
penalty,Strafe,جزاء
bargain,Schnäppchen,مساومة
pepper,Pfeffer,الفلفل
speaker,Lautsprecher,مكبر الصوت
compare,vergleichen,يقارن
satan,Satan,الشيطان
helmet,Helm,خوذة
scar,Narbe,ندب
copies,Kopien,نسخ
fuss,Aufregung,ضجة
envelope,Umschlag,ظرف
perry,Perry,بيري
stinks,stinkt,ينتن
african,afrikanisch,الأفريقي
arrangements,Arrangements,ترتيبات
wished,gewünscht,تمنى
honored,geehrt,كرم
believing,glauben,الإيمان
discussed,besprochen,مناقشة
assigned,zugewiesen,مُكَلَّف
rosa,Rosa,روزا
oven,Ofen,فرن
jenna,Jenna,جينا
attacking,angreifen,الهجوم
tin,Zinn,القصدير
sonic,Schall-,صوتي
collar,Kragen,طوق
mere,bloß,مجرد
romeo,Romeo,روميو
belief,Glauben,الاعتقاد
storage,Lagerung,تخزين
rusty,rostig,صدئ
psycho,Psycho,مريض نفسي
climbing,Klettern,التسلق
melissa,Melissa,ميليسا
fears,Ängste,مخاوف
sum,Summe,مجموع
dedicated,gewidmet,مخلص
ladder,Leiter,سُلُّم
alternative,Alternative,بديل
raid,überfallen,غارة
dining,Essen,تناول الطعام
ms,MS,آنسة
corporate,Unternehmen,شركة كبرى
folk,Volk,قوم
jon,Jon,جون
replaced,ersetzt,استبدال
bailey,Bailey,بيلي
un,un,الأمم المتحدة
heels,Fersen,الكعب
duties,Aufgaben,الواجبات
smarter,schlauer,أذكى
existed,existiert,موجود
surprising,überraschend,مفاجأة
chess,Schach,شطرنج
requested,angefordert,مطلوب
cruise,Kreuzfahrt,رحلة بحرية
primary,primär,أساسي
rhythm,Rhythmus,إيقاع
drum,Trommel,طبل
models,Modelle,عارضات ازياء
motorcycle,Motorrad,دراجة نارية
adopted,angenommen,مُتَبنى
barrel,Fass,برميل
cargo,Ladung,البضائع
planets,Planeten,الكواكب
shove,schieben,دفع
wha,Was,ما
surprises,Überraschungen,مفاجآت
rosie,Rosie,روزي
dings,Dings,ضربات
trailer,Anhänger,جَرَّار
cannon,Kanone,مدفع
tables,Tische,الجداول
arse,Arsch,مؤخرة
ally,Verbündete,حليف
lawrence,Lawrence,لورانس
wee,klein,وي
tapes,Bänder,أشرطة
dull,langweilig,ممل
sandra,Sandra,ساندرا
teenage,Teenager,سن المراهقة
kent,Kent,كينت
cooperate,kooperieren,تعاون
risks,Risiken,المخاطر
dug,gegraben,حفر
worthless,wertlos,عديم القيمة
arriving,ankommen,الوصول
kindness,Freundlichkeit,العطف
ties,Krawatten,روابط
items,Artikel,أغراض
and-,Und-,و-
grip,Griff,سيطرة
relations,Beziehungen,علاقات
rumor,Gerücht,شائعة
skirt,Rock,جيبة
frog,Frosch,ضفدع
paige,Paige,بايج
lloyd,Lloyd,لويد
claimed,behauptet,ادعى
perfume,Parfüm,عطر
instrumental,instrumental,مفيدة
flames,Flammen,لهيب
association,Verband,منظمة
loses,verliert,يفقد
january,Januar,يناير
spike,Spitze,يرتقع
israel,Israel,إسرائيل
eleven,elf,أحد عشر
gallery,Galerie,صالة عرض
ginger,Ingwer,زنجبيل
activities,Aktivitäten,أنشطة
iraq,Irak,العراق
boarding,Boarding,الصعود
fist,Faust,قبضة
stuffed,ausgestopft,محشو
improve,verbessern,يحسن
creation,Schaffung,خلق
connie,Connie,كوني
infection,Infektion,عدوى
strikes,Streiks,ضربات
wiped,abgewischt,مسح
tension,Spannung,توتر
whistles,Pfeifen,صفارات
kindly,freundlich,بلطف
certificate,Zertifikat,شهادة
curtis,Curtis,كورتيس
bold,deutlich,عريض
threats,Bedrohungen,التهديدات
claudia,Claudia,كلوديا
sid,Sid,سيد
twisted,verdrehte,ملتوية
suspended,ausgesetzt,معلق
affected,betroffen,متأثر
envy,Neid,حسد
whale,Wal,حوت
dial,wählen,يتصل
cameron,Cameron,كاميرون
martial,Kriegszeit,الدفاع عن النفس
controlled,kontrolliert,خاضع للسيطرة
lung,Lunge,رئة
nigga,Nigga,نيغا
coal,Kohle,فحم
upside,Auf den Kopf,رأسًا على عقب
imperial,Kaiserliche,إمبراطوري
pam,Pam,بام
paranoid,paranoid,المذعور
signing,Unterzeichnung,التوقيع
congress,Kongress,الكونغرس
villa,Villa,فيلا
candles,Kerzen,الشموع
filling,Füllung,حشوة
becky,Becky,بيكي
comic,Comic,رسوم متحركة
faint,ohnmächtig werden,إِغماء
recovery,Erholung,استعادة
volunteer,Freiwilliger,متطوع
tech,Technik,تقنية
bleed,bluten,ينزف
positions,Positionen,المواقف
cindy,Cindy,سيندي
narrow,eng,ضيق
forbid,verbieten,حرم
stuart,Stuart,ستيوارت
perspective,Perspektive,وجهة نظر
faced,konfrontiert,مواجهة
neat,sauber,مرتب
pierce,Pierce,بيرس
observe,beobachten,يراقب
cycle,Zyklus,دورة
psychic,psychisch,نفسية
handling,Handhabung,معالجة
goose,Gans,أوزة
accidentally,versehentlich,عن طريق الخطأ
conclusion,Abschluss,خاتمة
designer,Designer,مصمم
sits,sitzt,يجلس
importance,Bedeutung,أهمية
spots,Flecken,بقع
francs,Franken,الفرنك
sweep,fegen,مسح
destroying,zerstören,تدمير
communist,Kommunist,شيوعي
blackmail,Bestechung,ابتزاز
pacific,Pazifik,المحيط الهادئ
risky,riskant,محفوف بالمخاطر
glorious,herrlich,المجيد
filed,abgelegt,قدم
hatred,Hass,كراهية
cam,Nocken,كام
deals,Angebote,صفقات
pos,pos,نقاط البيع
fooling,täuschen,خداع
persons,Personen,الأشخاص
scotch,Scotch,سكوتش
executed,hingerichtet,أعدم
brakes,Bremsen,الفرامل
blank,leer,فارغ
tender,zart,ليّن
kurt,Kurt,كورت
turner,Turner,تيرنر
tub,Wanne,حوض
sucker,Saugnapf,مصاصة
slight,leicht,طفيف
